Date,Seller_Name,Product_Type,Quantity,Price_Per_Unit,Total_Amount,Daily_Total,Daily_Items_Sold
2024-03-16,Coronation_bakery,SWEETS,36,19,655,21597,815
2024-03-16,Tea_Bench,TEA AND COFFEE,315,21,6502,21597,815
2024-03-17,Coronation_bakery,BISCUIT,7,57,395,18578,614
2024-03-17,Coronation_bakery,BROWNIE,18,55,976,18578,614
2024-03-17,Coronation_bakery,BUN,83,21,1665,18578,614
2024-03-17,Coronation_bakery,CAKE,138,38,5210,18578,614
2024-03-17,Coronation_bakery,FRESH CREAM CAKE,6,42,250,18578,614
2024-03-17,Tea_Bench,ICE TEA,27,29,780,18578,614
2024-03-17,Tea_Bench,ICECREAM,60,16,930,18578,614
2024-03-17,Shanmuga_Nadar,KAARAM,28,62,1710,18578,614
2024-03-17,Coronation_bakery,MACAROON,5,136,680,18578,614
2024-03-17,Tea_Bench,MILKSHAKE,1,100,100,18578,614
2024-03-17,Tea_Bench,MOJITOS,3,90,270,18578,614
2024-03-17,Coronation_bakery,RUSK & BREAD,12,71,850,18578,614
2024-03-17,Coronation_bakery,SWEETS,44,27,1175,18578,614
2024-03-17,Tea_Bench,TEA AND COFFEE,182,20,3587,18578,614
2024-03-18,Coronation_bakery,BISCUIT,6,69,410,20520,815
2024-03-18,Coronation_bakery,BROWNIE,22,48,1052,20520,815
2024-03-18,Coronation_bakery,BUN,72,23,1645,20520,815
2024-03-18,Coronation_bakery,CAKE,128,29,3685,20520,815
2024-03-18,Coronation_bakery,FRESH CREAM CAKE,15,42,625,20520,815
2024-03-18,Tea_Bench,ICE TEA,27,28,740,20520,815
2024-03-18,Tea_Bench,ICECREAM,46,13,585,20520,815
2024-03-18,Shanmuga_Nadar,KAARAM,21,71,1480,20520,815
2024-03-18,Coronation_bakery,MACAROON,2,68,136,20520,815
2024-03-18,Tea_Bench,MILKSHAKE,1,100,100,20520,815
2024-03-18,Nomadic_Bites,PUFFS,106,17,1730,20520,815
2024-03-18,Coronation_bakery,RUSK & BREAD,15,68,1015,20520,815
2024-03-18,Coronation_bakery,SWEETS,10,39,390,20520,815
2024-03-18,Tea_Bench,TEA AND COFFEE,344,21,6927,20520,815
2024-03-19,Coronation_bakery,BISCUIT,11,66,725,21279,791
2024-03-19,Coronation_bakery,BROWNIE,39,52,2022,21279,791
2024-03-19,Coronation_bakery,BUN,80,23,1805,21279,791
2024-03-19,Coronation_bakery,CAKE,130,28,3570,21279,791
2024-03-19,Coronation_bakery,FRESH CREAM CAKE,9,44,390,21279,791
2024-03-19,Tea_Bench,ICE TEA,22,29,620,21279,791
2024-03-19,Tea_Bench,ICECREAM,31,16,490,21279,791
2024-03-19,Shanmuga_Nadar,KAARAM,27,69,1850,21279,791
2024-03-19,Coronation_bakery,MACAROON,3,68,204,21279,791
2024-03-19,Nomadic_Bites,PUFFS,104,17,1665,21279,791
2024-03-19,Coronation_bakery,RUSK & BREAD,20,62,1240,21279,791
2024-03-19,Coronation_bakery,SWEETS,27,29,765,21279,791
2024-03-19,Tea_Bench,TEA AND COFFEE,288,21,5933,21279,791
2024-03-20,Coronation_bakery,BROWNIE,4,57,225,18030,762
2024-03-20,Coronation_bakery,BUN,79,23,1795,18030,762
2024-03-20,Coronation_bakery,CAKE,149,21,2995,18030,762
2024-03-20,Coronation_bakery,FRESH CREAM CAKE,19,43,800,18030,762
2024-03-20,Tea_Bench,ICE TEA,28,26,720,18030,762
2024-03-20,Tea_Bench,ICECREAM,54,25,1345,18030,762
2024-03-20,Shanmuga_Nadar,KAARAM,25,58,1430,18030,762
2024-03-20,Coronation_bakery,MACAROON,1,136,136,18030,762
2024-03-20,Tea_Bench,MILKSHAKE,1,100,100,18030,762
2024-03-20,Nomadic_Bites,PUFFS,89,17,1505,18030,762
2024-03-20,Coronation_bakery,RUSK & BREAD,7,74,515,18030,762
2024-03-20,Coronation_bakery,SWEETS,13,30,385,18030,762
2024-03-20,Tea_Bench,TEA AND COFFEE,293,21,6079,18030,762
2024-03-21,Coronation_bakery,BISCUIT,3,69,205,17263,665
2024-03-21,Coronation_bakery,BROWNIE,4,36,144,17263,665
2024-03-21,Coronation_bakery,BUN,55,25,1369,17263,665
2024-03-21,Coronation_bakery,CAKE,134,24,3165,17263,665
2024-03-21,Coronation_bakery,FRESH CREAM CAKE,4,44,175,17263,665
2024-03-21,Tea_Bench,ICE TEA,13,27,350,17263,665
2024-03-21,Tea_Bench,ICECREAM,26,35,890,17263,665
2024-03-21,Shanmuga_Nadar,KAARAM,25,67,1660,17263,665
2024-03-21,Tea_Bench,MILKSHAKE,1,100,100,17263,665
2024-03-21,Tea_Bench,MOJITOS,1,90,90,17263,665
2024-03-21,Nomadic_Bites,PUFFS,63,15,945,17263,665
2024-03-21,Coronation_bakery,RUSK & BREAD,15,75,1115,17263,665
2024-03-21,Coronation_bakery,SWEETS,26,30,775,17263,665
2024-03-21,Tea_Bench,TEA AND COFFEE,295,22,6280,17263,665
2024-03-22,Coronation_bakery,BISCUIT,7,76,530,20426,776
2024-03-22,Coronation_bakery,BROWNIE,28,44,1221,20426,776
2024-03-22,Coronation_bakery,BUN,92,23,2072,20426,776
2024-03-22,Coronation_bakery,CAKE,170,27,4480,20426,776
2024-03-22,Coronation_bakery,FRESH CREAM CAKE,16,44,695,20426,776
2024-03-22,Tea_Bench,ICE TEA,31,28,850,20426,776
2024-03-22,Tea_Bench,ICECREAM,29,23,665,20426,776
2024-03-22,Shanmuga_Nadar,KAARAM,27,63,1690,20426,776
2024-03-22,Coronation_bakery,MACAROON,3,68,204,20426,776
2024-03-22,Nomadic_Bites,PUFFS,51,15,765,20426,776
2024-03-22,Coronation_bakery,RUSK & BREAD,14,74,1030,20426,776
2024-03-22,Coronation_bakery,SWEETS,25,18,445,20426,776
2024-03-22,Tea_Bench,TEA AND COFFEE,283,21,5779,20426,776
2024-03-23,Coronation_bakery,BISCUIT,10,75,745,24188,873
2024-03-23,Coronation_bakery,BROWNIE,28,49,1367,24188,873
2024-03-23,Coronation_bakery,BUN,109,22,2387,24188,873
2024-03-23,Coronation_bakery,CAKE,160,30,4780,24188,873
2024-03-23,Coronation_bakery,FRESH CREAM CAKE,15,42,625,24188,873
2024-03-23,Tea_Bench,ICE TEA,23,26,580,24188,873
2024-03-23,Tea_Bench,ICECREAM,46,19,830,24188,873
2024-03-23,Shanmuga_Nadar,KAARAM,43,66,2800,24188,873
2024-03-23,Coronation_bakery,MACAROON,5,96,476,24188,873
2024-03-23,Nomadic_Bites,PUFFS,55,15,825,24188,873
2024-03-23,Coronation_bakery,RUSK & BREAD,27,63,1695,24188,873
2024-03-23,Coronation_bakery,SWEETS,31,22,675,24188,873
2024-03-23,Tea_Bench,TEA AND COFFEE,321,20,6403,24188,873
2024-03-24,Coronation_bakery,BISCUIT,9,69,615,16129,535
2024-03-24,Coronation_bakery,BROWNIE,23,50,1147,16129,535
2024-03-24,Coronation_bakery,BUN,41,19,776,16129,535
2024-03-24,Coronation_bakery,CAKE,98,38,3720,16129,535
2024-03-24,Coronation_bakery,FRESH CREAM CAKE,9,43,385,16129,535
2024-03-24,Tea_Bench,ICE TEA,30,28,840,16129,535
2024-03-24,Tea_Bench,ICECREAM,70,26,1815,16129,535
2024-03-24,Shanmuga_Nadar,KAARAM,20,59,1170,16129,535
2024-03-24,Coronation_bakery,MACAROON,2,136,272,16129,535
2024-03-24,Tea_Bench,MILKSHAKE,1,100,100,16129,535
2024-03-24,Tea_Bench,MOJITOS,1,90,90,16129,535
2024-03-24,Coronation_bakery,RUSK & BREAD,10,73,730,16129,535
2024-03-24,Coronation_bakery,SWEETS,37,20,740,16129,535
2024-03-24,Tea_Bench,TEA AND COFFEE,184,21,3729,16129,535
2024-03-25,Coronation_bakery,BISCUIT,5,85,425,19218,725
2024-03-25,Coronation_bakery,BROWNIE,25,50,1239,19218,725
2024-03-25,Coronation_bakery,BUN,65,25,1566,19218,725
2024-03-25,Coronation_bakery,CAKE,154,27,4095,19218,725
2024-03-25,Coronation_bakery,FRESH CREAM CAKE,12,45,535,19218,725
2024-03-25,Tea_Bench,ICE TEA,20,26,520,19218,725
2024-03-25,Tea_Bench,ICECREAM,45,19,850,19218,725
2024-03-25,Shanmuga_Nadar,KAARAM,16,54,860,19218,725
2024-03-25,Coronation_bakery,MACAROON,5,109,544,19218,725
2024-03-25,Tea_Bench,MOJITOS,1,90,90,19218,725
2024-03-25,Nomadic_Bites,PUFFS,90,17,1465,19218,725
2024-03-25,Coronation_bakery,RUSK & BREAD,22,65,1420,19218,725
2024-03-25,Coronation_bakery,SWEETS,6,44,260,19218,725
2024-03-25,Tea_Bench,TEA AND COFFEE,259,21,5349,19218,725
2024-03-26,Coronation_bakery,BISCUIT,3,72,215,21934,839
2024-03-26,Coronation_bakery,BROWNIE,5,55,271,21934,839
2024-03-26,Coronation_bakery,BUN,83,22,1814,21934,839
2024-03-26,Coronation_bakery,CAKE,134,26,3405,21934,839
2024-03-26,Coronation_bakery,FRESH CREAM CAKE,10,41,405,21934,839
2024-03-26,Tea_Bench,ICE TEA,29,28,810,21934,839
2024-03-26,Tea_Bench,ICECREAM,29,25,715,21934,839
2024-03-26,Shanmuga_Nadar,KAARAM,35,69,2410,21934,839
2024-03-26,Coronation_bakery,MACAROON,7,117,816,21934,839
2024-03-26,Tea_Bench,MILKSHAKE,2,100,200,21934,839
2024-03-26,Nomadic_Bites,PUFFS,107,17,1730,21934,839
2024-03-26,Coronation_bakery,RUSK & BREAD,30,67,2010,21934,839
2024-03-26,Coronation_bakery,SWEETS,12,34,400,21934,839
2024-03-26,Tea_Bench,TEA AND COFFEE,353,20,6733,21934,839
2024-03-27,Coronation_bakery,BISCUIT,7,61,425,16662,679
2024-03-27,Coronation_bakery,BROWNIE,4,65,260,16662,679
2024-03-27,Coronation_bakery,BUN,76,24,1764,16662,679
2024-03-27,Coronation_bakery,CAKE,103,28,2835,16662,679
2024-03-27,Coronation_bakery,FRESH CREAM CAKE,7,45,310,16662,679
2024-03-27,Tea_Bench,ICE TEA,15,30,450,16662,679
2024-03-27,Tea_Bench,ICECREAM,33,14,460,16662,679
2024-03-27,Shanmuga_Nadar,KAARAM,11,66,720,16662,679
2024-03-27,Coronation_bakery,MACAROON,2,102,204,16662,679
2024-03-27,Nomadic_Bites,PUFFS,81,17,1310,16662,679
2024-03-27,Coronation_bakery,RUSK & BREAD,14,65,900,16662,679
2024-03-27,Coronation_bakery,SWEETS,16,37,580,16662,679
2024-03-27,Tea_Bench,TEA AND COFFEE,310,21,6444,16662,679
2024-03-28,Coronation_bakery,BISCUIT,12,64,765,26942,966
2024-03-28,Coronation_bakery,BROWNIE,20,51,1009,26942,966
2024-03-28,Coronation_bakery,BUN,92,22,1997,26942,966
2024-03-28,Coronation_bakery,CAKE,308,25,7630,26942,966
2024-03-28,Coronation_bakery,FRESH CREAM CAKE,20,44,865,26942,966
2024-03-28,Tea_Bench,ICE TEA,26,26,670,26942,966
2024-03-28,Tea_Bench,ICECREAM,23,16,365,26942,966
2024-03-28,Shanmuga_Nadar,KAARAM,35,71,2470,26942,966
2024-03-28,Coronation_bakery,MACAROON,6,102,612,26942,966
2024-03-28,Tea_Bench,MILKSHAKE,1,100,100,26942,966
2024-03-28,Tea_Bench,MOJITOS,1,90,90,26942,966
2024-03-28,Nomadic_Bites,PUFFS,55,15,825,26942,966
2024-03-28,Coronation_bakery,RUSK & BREAD,16,50,800,26942,966
2024-03-28,Coronation_bakery,SWEETS,48,47,2225,26942,966
2024-03-28,Tea_Bench,TEA AND COFFEE,303,22,6519,26942,966
2024-03-29,Coronation_bakery,BISCUIT,2,78,155,19223,740
2024-03-29,Coronation_bakery,BROWNIE,23,45,1031,19223,740
2024-03-29,Coronation_bakery,BUN,88,23,1979,19223,740
2024-03-29,Coronation_bakery,CAKE,168,27,4450,19223,740
2024-03-29,Coronation_bakery,FRESH CREAM CAKE,9,43,380,19223,740
2024-03-29,Tea_Bench,ICE TEA,24,27,640,19223,740
2024-03-29,Tea_Bench,ICECREAM,41,25,1025,19223,740
2024-03-29,Shanmuga_Nadar,KAARAM,24,57,1360,19223,740
2024-03-29,Coronation_bakery,MACAROON,1,68,68,19223,740
2024-03-29,Nomadic_Bites,PUFFS,55,15,825,19223,740
2024-03-29,Coronation_bakery,RUSK & BREAD,23,73,1675,19223,740
2024-03-29,Coronation_bakery,SWEETS,33,17,535,19223,740
2024-03-29,Tea_Bench,TEA AND COFFEE,249,21,5100,19223,740
2024-03-30,Coronation_bakery,BISCUIT,8,78,620,26375,943
2024-03-30,Coronation_bakery,BROWNIE,32,56,1775,26375,943
2024-03-30,Coronation_bakery,BUN,86,24,2025,26375,943
2024-03-30,Coronation_bakery,CAKE,300,24,7105,26375,943
2024-03-30,Coronation_bakery,FRESH CREAM CAKE,6,45,265,26375,943
2024-03-30,Tea_Bench,ICE TEA,24,28,670,26375,943
2024-03-30,Tea_Bench,ICECREAM,58,20,1155,26375,943
2024-03-30,Shanmuga_Nadar,KAARAM,35,77,2680,26375,943
2024-03-30,Coronation_bakery,MACAROON,3,114,340,26375,943
2024-03-30,Tea_Bench,MOJITOS,3,90,270,26375,943
2024-03-30,Nomadic_Bites,PUFFS,53,15,795,26375,943
2024-03-30,Coronation_bakery,RUSK & BREAD,28,71,1980,26375,943
2024-03-30,Coronation_bakery,SWEETS,25,32,795,26375,943
2024-03-30,Tea_Bench,TEA AND COFFEE,282,21,5900,26375,943
2024-03-31,Coronation_bakery,BISCUIT,5,74,370,15224,437
2024-03-31,Coronation_bakery,BROWNIE,21,58,1203,15224,437
2024-03-31,Coronation_bakery,BUN,45,20,895,15224,437
2024-03-31,Coronation_bakery,CAKE,90,48,4295,15224,437
2024-03-31,Coronation_bakery,FRESH CREAM CAKE,11,44,475,15224,437
2024-03-31,Tea_Bench,ICE TEA,16,32,500,15224,437
2024-03-31,Tea_Bench,ICECREAM,64,30,1870,15224,437
2024-03-31,Shanmuga_Nadar,KAARAM,17,63,1060,15224,437
2024-03-31,Coronation_bakery,MACAROON,1,136,136,15224,437
2024-03-31,Tea_Bench,MILKSHAKE,1,100,100,15224,437
2024-03-31,Tea_Bench,MOJITOS,1,90,90,15224,437
2024-03-31,Coronation_bakery,RUSK & BREAD,16,67,1060,15224,437
2024-03-31,Coronation_bakery,SWEETS,15,21,310,15224,437
2024-03-31,Tea_Bench,TEA AND COFFEE,134,22,2860,15224,437
2024-04-01,Coronation_bakery,BISCUIT,5,94,470,17496,696
2024-04-01,Coronation_bakery,BROWNIE,15,47,697,17496,696
2024-04-01,Coronation_bakery,BUN,61,25,1468,17496,696
2024-04-01,Coronation_bakery,CAKE,144,20,2840,17496,696
2024-04-01,Coronation_bakery,FRESH CREAM CAKE,13,44,570,17496,696
2024-04-01,Tea_Bench,ICE TEA,23,27,600,17496,696
2024-04-01,Tea_Bench,ICECREAM,46,21,925,17496,696
2024-04-01,Shanmuga_Nadar,KAARAM,16,72,1140,17496,696
2024-04-01,Coronation_bakery,MACAROON,10,102,1020,17496,696
2024-04-01,Nomadic_Bites,PUFFS,54,15,810,17496,696
2024-04-01,Coronation_bakery,RUSK & BREAD,14,61,850,17496,696
2024-04-01,Coronation_bakery,SWEETS,31,19,585,17496,696
2024-04-01,Tea_Bench,TEA AND COFFEE,264,21,5521,17496,696
2024-04-02,Coronation_bakery,BISCUIT,5,72,360,23974,797
2024-04-02,Coronation_bakery,BROWNIE,26,53,1362,23974,797
2024-04-02,Coronation_bakery,BUN,81,22,1749,23974,797
2024-04-02,Coronation_bakery,CAKE,136,41,5500,23974,797
2024-04-02,Coronation_bakery,FRESH CREAM CAKE,5,43,215,23974,797
2024-04-02,Tea_Bench,ICE TEA,42,26,1060,23974,797
2024-04-02,Tea_Bench,ICECREAM,56,17,925,23974,797
2024-04-02,Shanmuga_Nadar,KAARAM,45,70,3140,23974,797
2024-04-02,Coronation_bakery,MACAROON,8,77,612,23974,797
2024-04-02,Tea_Bench,MILKSHAKE,1,100,100,23974,797
2024-04-02,Tea_Bench,MOJITOS,2,90,180,23974,797
2024-04-02,Nomadic_Bites,PUFFS,58,15,870,23974,797
2024-04-02,Coronation_bakery,RUSK & BREAD,18,63,1120,23974,797
2024-04-02,Coronation_bakery,SWEETS,16,32,500,23974,797
2024-04-02,Tea_Bench,TEA AND COFFEE,298,22,6281,23974,797
2024-04-03,Coronation_bakery,BISCUIT,1,105,105,17106,705
2024-04-03,Coronation_bakery,BROWNIE,6,42,250,17106,705
2024-04-03,Coronation_bakery,BUN,85,24,1971,17106,705
2024-04-03,Coronation_bakery,CAKE,122,28,3410,17106,705
2024-04-03,Coronation_bakery,FRESH CREAM CAKE,7,42,290,17106,705
2024-04-03,Tea_Bench,ICE TEA,31,29,870,17106,705
2024-04-03,Tea_Bench,ICECREAM,62,20,1190,17106,705
2024-04-03,Shanmuga_Nadar,KAARAM,28,57,1590,17106,705
2024-04-03,Coronation_bakery,MACAROON,1,68,68,17106,705
2024-04-03,Nomadic_Bites,PUFFS,60,15,900,17106,705
2024-04-03,Coronation_bakery,RUSK & BREAD,9,57,505,17106,705
2024-04-03,Coronation_bakery,SWEETS,25,20,495,17106,705
2024-04-03,Tea_Bench,TEA AND COFFEE,268,21,5462,17106,705
2024-04-04,Coronation_bakery,BISCUIT,4,69,275,17623,646
2024-04-04,Coronation_bakery,BROWNIE,17,61,1028,17623,646
2024-04-04,Coronation_bakery,BUN,79,23,1755,17623,646
2024-04-04,Coronation_bakery,CAKE,93,31,2845,17623,646
2024-04-04,Coronation_bakery,FRESH CREAM CAKE,9,42,370,17623,646
2024-04-04,Tea_Bench,ICE TEA,36,25,900,17623,646
2024-04-04,Tea_Bench,ICECREAM,22,19,415,17623,646
2024-04-04,Shanmuga_Nadar,KAARAM,22,63,1370,17623,646
2024-04-04,Coronation_bakery,MACAROON,2,102,204,17623,646
2024-04-04,Nomadic_Bites,PUFFS,59,15,885,17623,646
2024-04-04,Coronation_bakery,RUSK & BREAD,25,65,1625,17623,646
2024-04-04,Coronation_bakery,SWEETS,14,31,430,17623,646
2024-04-04,Tea_Bench,TEA AND COFFEE,264,21,5521,17623,646
2024-04-05,Coronation_bakery,BISCUIT,2,78,155,20511,753
2024-04-05,Coronation_bakery,BROWNIE,15,56,832,20511,753
2024-04-05,Coronation_bakery,BUN,89,23,2018,20511,753
2024-04-05,Coronation_bakery,CAKE,204,28,5600,20511,753
2024-04-05,Coronation_bakery,FRESH CREAM CAKE,13,42,540,20511,753
2024-04-05,Tea_Bench,ICE TEA,46,27,1220,20511,753
2024-04-05,Tea_Bench,ICECREAM,30,33,965,20511,753
2024-04-05,Shanmuga_Nadar,KAARAM,30,68,2020,20511,753
2024-04-05,Coronation_bakery,MACAROON,2,102,204,20511,753
2024-04-05,Coronation_bakery,RUSK & BREAD,11,61,665,20511,753
2024-04-05,Coronation_bakery,SWEETS,37,18,660,20511,753
2024-04-05,Tea_Bench,TEA AND COFFEE,274,21,5632,20511,753
2024-04-06,Coronation_bakery,BISCUIT,9,69,615,20855,799
2024-04-06,Coronation_bakery,BROWNIE,13,46,596,20855,799
2024-04-06,Coronation_bakery,BUN,97,23,2196,20855,799
2024-04-06,Coronation_bakery,CAKE,135,31,4165,20855,799
2024-04-06,Coronation_bakery,FRESH CREAM CAKE,5,45,225,20855,799
2024-04-06,Tea_Bench,ICE TEA,35,29,990,20855,799
2024-04-06,Tea_Bench,ICECREAM,30,19,545,20855,799
2024-04-06,Shanmuga_Nadar,KAARAM,29,68,1960,20855,799
2024-04-06,Coronation_bakery,MACAROON,5,109,544,20855,799
2024-04-06,Tea_Bench,MILKSHAKE,3,100,300,20855,799
2024-04-06,Tea_Bench,MOJITOS,1,90,90,20855,799
2024-04-06,Nomadic_Bites,PUFFS,51,15,765,20855,799
2024-04-06,Coronation_bakery,RUSK & BREAD,12,64,760,20855,799
2024-04-06,Coronation_bakery,SWEETS,19,24,455,20855,799
2024-04-06,Tea_Bench,TEA AND COFFEE,355,19,6649,20855,799
2024-04-07,Coronation_bakery,BISCUIT,6,50,300,14452,508
2024-04-07,Coronation_bakery,BROWNIE,9,54,484,14452,508
2024-04-07,Coronation_bakery,BUN,35,20,682,14452,508
2024-04-07,Coronation_bakery,CAKE,99,34,3275,14452,508
2024-04-07,Coronation_bakery,FRESH CREAM CAKE,7,43,300,14452,508
2024-04-07,Tea_Bench,ICE TEA,28,28,770,14452,508
2024-04-07,Tea_Bench,ICECREAM,97,23,2220,14452,508
2024-04-07,Shanmuga_Nadar,KAARAM,11,70,760,14452,508
2024-04-07,Coronation_bakery,MACAROON,1,68,68,14452,508
2024-04-07,Tea_Bench,MILKSHAKE,3,100,300,14452,508
2024-04-07,Tea_Bench,MOJITOS,1,90,90,14452,508
2024-04-07,Coronation_bakery,RUSK & BREAD,14,63,870,14452,508
2024-04-07,Coronation_bakery,SWEETS,19,32,600,14452,508
2024-04-07,Tea_Bench,TEA AND COFFEE,178,21,3733,14452,508
2024-04-08,Coronation_bakery,BISCUIT,4,49,195,14630,531
2024-04-08,Coronation_bakery,BROWNIE,18,46,818,14630,531
2024-04-08,Coronation_bakery,BUN,6,20,120,14630,531
2024-04-08,Coronation_bakery,CAKE,78,40,3090,14630,531
2024-04-08,Coronation_bakery,FRESH CREAM CAKE,2,45,90,14630,531
2024-04-08,Tea_Bench,ICE TEA,35,29,1000,14630,531
2024-04-08,Tea_Bench,ICECREAM,45,20,890,14630,531
2024-04-08,Shanmuga_Nadar,KAARAM,27,57,1520,14630,531
2024-04-08,Coronation_bakery,MACAROON,6,68,408,14630,531
2024-04-08,Nomadic_Bites,PUFFS,58,16,900,14630,531
2024-04-08,Coronation_bakery,RUSK & BREAD,6,79,470,14630,531
2024-04-08,Coronation_bakery,SWEETS,29,26,740,14630,531
2024-04-08,Tea_Bench,TEA AND COFFEE,217,21,4389,14630,531
2024-04-09,Coronation_bakery,BISCUIT,6,50,300,16022,606
2024-04-09,Coronation_bakery,BROWNIE,27,57,1536,16022,606
2024-04-09,Coronation_bakery,BUN,73,23,1669,16022,606
2024-04-09,Coronation_bakery,CAKE,71,37,2625,16022,606
2024-04-09,Coronation_bakery,FRESH CREAM CAKE,14,42,580,16022,606
2024-04-09,Tea_Bench,ICE TEA,29,29,830,16022,606
2024-04-09,Tea_Bench,ICECREAM,56,21,1175,16022,606
2024-04-09,Shanmuga_Nadar,KAARAM,12,57,680,16022,606
2024-04-09,Nomadic_Bites,PUFFS,53,16,825,16022,606
2024-04-09,Coronation_bakery,RUSK & BREAD,6,59,350,16022,606
2024-04-09,Coronation_bakery,SWEETS,16,35,550,16022,606
2024-04-09,Tea_Bench,TEA AND COFFEE,243,21,4902,16022,606
2024-04-10,Coronation_bakery,BISCUIT,11,70,765,20165,693
2024-04-10,Coronation_bakery,BROWNIE,24,47,1112,20165,693
2024-04-10,Coronation_bakery,BUN,69,24,1650,20165,693
2024-04-10,Coronation_bakery,CAKE,130,36,4560,20165,693
2024-04-10,Coronation_bakery,FRESH CREAM CAKE,11,43,465,20165,693
2024-04-10,Tea_Bench,ICE TEA,29,29,830,20165,693
2024-04-10,Tea_Bench,ICECREAM,23,17,380,20165,693
2024-04-10,Shanmuga_Nadar,KAARAM,35,65,2270,20165,693
2024-04-10,Coronation_bakery,MACAROON,5,82,408,20165,693
2024-04-10,Tea_Bench,MOJITOS,1,90,90,20165,693
2024-04-10,Nomadic_Bites,PUFFS,60,15,900,20165,693
2024-04-10,Coronation_bakery,RUSK & BREAD,12,68,810,20165,693
2024-04-10,Coronation_bakery,SWEETS,11,37,400,20165,693
2024-04-10,Tea_Bench,TEA AND COFFEE,272,21,5525,20165,693
2024-04-11,Coronation_bakery,BISCUIT,4,78,310,20100,726
2024-04-11,Coronation_bakery,BROWNIE,15,55,824,20100,726
2024-04-11,Coronation_bakery,BUN,79,23,1809,20100,726
2024-04-11,Coronation_bakery,CAKE,127,28,3445,20100,726
2024-04-11,Coronation_bakery,FRESH CREAM CAKE,18,44,775,20100,726
2024-04-11,Tea_Bench,ICE TEA,41,26,1040,20100,726
2024-04-11,Tea_Bench,ICECREAM,120,25,2890,20100,726
2024-04-11,Shanmuga_Nadar,KAARAM,24,69,1640,20100,726
2024-04-11,Coronation_bakery,MACAROON,2,136,272,20100,726
2024-04-11,Coronation_bakery,RUSK & BREAD,19,68,1275,20100,726
2024-04-11,Coronation_bakery,SWEETS,24,29,675,20100,726
2024-04-11,Tea_Bench,TEA AND COFFEE,253,21,5145,20100,726
2024-04-12,Coronation_bakery,BISCUIT,7,73,510,21811,708
2024-04-12,Coronation_bakery,BROWNIE,35,50,1724,21811,708
2024-04-12,Coronation_bakery,BUN,106,22,2286,21811,708
2024-04-12,Coronation_bakery,CAKE,129,35,4435,21811,708
2024-04-12,Coronation_bakery,FRESH CREAM CAKE,7,44,305,21811,708
2024-04-12,Tea_Bench,ICE TEA,36,28,990,21811,708
2024-04-12,Tea_Bench,ICECREAM,27,28,735,21811,708
2024-04-12,Shanmuga_Nadar,KAARAM,33,74,2440,21811,708
2024-04-12,Coronation_bakery,MACAROON,5,123,612,21811,708
2024-04-12,Nomadic_Bites,PUFFS,1,45,45,21811,708
2024-04-12,Coronation_bakery,RUSK & BREAD,19,72,1365,21811,708
2024-04-12,Coronation_bakery,SWEETS,29,22,630,21811,708
2024-04-12,Tea_Bench,TEA AND COFFEE,274,21,5734,21811,708
2024-04-13,Coronation_bakery,BISCUIT,7,65,455,20963,805
2024-04-13,Coronation_bakery,BROWNIE,18,54,968,20963,805
2024-04-13,Coronation_bakery,BUN,109,23,2470,20963,805
2024-04-13,Coronation_bakery,CAKE,152,29,4350,20963,805
2024-04-13,Coronation_bakery,FRESH CREAM CAKE,14,43,595,20963,805
2024-04-13,Tea_Bench,ICE TEA,27,31,820,20963,805
2024-04-13,Tea_Bench,ICECREAM,61,21,1255,20963,805
2024-04-13,Shanmuga_Nadar,KAARAM,29,51,1470,20963,805
2024-04-13,Coronation_bakery,MACAROON,4,85,340,20963,805
2024-04-13,Nomadic_Bites,PUFFS,52,16,810,20963,805
2024-04-13,Coronation_bakery,RUSK & BREAD,19,59,1115,20963,805
2024-04-13,Coronation_bakery,SWEETS,27,25,665,20963,805
2024-04-13,Tea_Bench,TEA AND COFFEE,286,20,5650,20963,805
2024-04-14,Coronation_bakery,BISCUIT,4,80,320,12784,470
2024-04-14,Coronation_bakery,BROWNIE,20,53,1060,12784,470
2024-04-14,Coronation_bakery,BUN,32,19,591,12784,470
2024-04-14,Coronation_bakery,CAKE,120,25,2900,12784,470
2024-04-14,Coronation_bakery,FRESH CREAM CAKE,20,43,855,12784,470
2024-04-14,Tea_Bench,ICE TEA,19,27,500,12784,470
2024-04-14,Tea_Bench,ICECREAM,70,26,1790,12784,470
2024-04-14,Shanmuga_Nadar,KAARAM,12,62,740,12784,470
2024-04-14,Coronation_bakery,MACAROON,2,68,136,12784,470
2024-04-14,Nomadic_Bites,PUFFS,1,45,45,12784,470
2024-04-14,Coronation_bakery,RUSK & BREAD,7,68,475,12784,470
2024-04-14,Coronation_bakery,SWEETS,33,21,690,12784,470
2024-04-14,Tea_Bench,TEA AND COFFEE,130,21,2682,12784,470
2024-04-15,Coronation_bakery,BISCUIT,17,70,1175,23934,795
2024-04-15,Coronation_bakery,BROWNIE,22,53,1158,23934,795
2024-04-15,Coronation_bakery,BUN,67,24,1596,23934,795
2024-04-15,Coronation_bakery,CAKE,146,41,5980,23934,795
2024-04-15,Coronation_bakery,FRESH CREAM CAKE,12,42,495,23934,795
2024-04-15,Tea_Bench,ICE TEA,18,27,470,23934,795
2024-04-15,Tea_Bench,ICECREAM,41,28,1140,23934,795
2024-04-15,Shanmuga_Nadar,KAARAM,28,62,1730,23934,795
